Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
83,577,b585ae3c616f9f46a4917798fa69deb3,as if the tickets weren't expensive enough 😡😡,45,8,as if the tickets weren't expensive enough ,female,negative,anger,teen,against,False,💸😒🚫,as if the tickets weren't expensive enough  💸😒🚫,female,negative,anger,teen,against,😡😡
84,599,b585ae3c616f9f46a4917798fa69deb3,can't believe James j voted out. What are the British public thinking ?? 😡😡😡#CBBJamesJ #CBBUK #cbb,98,8,can't believe James j voted out. What are the British public thinking ?? #CBBJamesJ #CBBUK #cbb,female,negative,anger,teen,against,False,😱🤯😡,can't believe James j voted out. What are the British public thinking ?? #CBBJamesJ #CBBUK #cbb 😱🤯😡,female,negative,anger,teen,against,😡😡😡
85,609,b585ae3c616f9f46a4917798fa69deb3,true. Just one of my major pet hates 😊🙄,39,8,true. Just one of my major pet hates ,female,neutral,disgust,teen,none,False,🙄😒🚫,true. Just one of my major pet hates  🙄😒🚫,female,negative,disgust,teen,none,😊🙄
86,613,b585ae3c616f9f46a4917798fa69deb3,it's just ham. Not blurred just ham 🙄,37,8,it's just ham. Not blurred just ham ,female,negative,disgust,teen,none,False,🍖️😐👀,it's just ham. Not blurred just ham  🍖️😐👀,female,neutral,disgust,teen,none,🙄
87,621,e073ceb77fa7f167fb88d2e841693b27,This snow has no chill ❄️,25,8,This snow has no chill ,female,neutral,disgust,teen,none,True,❄️😒😂,This snow has no chill  ❄️😒😂,female,neutral,disgust,teen,none,❄
88,622,e073ceb77fa7f167fb88d2e841693b27,One hour later the bus finally arrives 😐,40,8,One hour later the bus finally arrives ,female,neutral,disgust,teen,none,True,🚌🕰️😌,One hour later the bus finally arrives  🚌🕰️😌,female,neutral,happiness,teen,none,😐
89,631,e073ceb77fa7f167fb88d2e841693b27,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness ❤️🐥#PrayforJustin,110,8,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness #PrayforJustin,female,negative,anger,teen,against,True,🤦‍♂️🚫💔,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness #PrayforJustin 🤦‍♂️🚫💔,male,negative,sadness,teen,against,❤🐥
90,633,e073ceb77fa7f167fb88d2e841693b27,You'll go to hell for what your dirty mind is thinking 🖤,56,8,You'll go to hell for what your dirty mind is thinking ,female,negative,anger,teen,against,True,🔥😈👺,You'll go to hell for what your dirty mind is thinking  🔥😈👺,male,negative,anger,teen,against,🖤
91,649,d204129c5652ead8b2350724f0d3d2cd,I wish you luck at your dentist appt 😬,38,8,I wish you luck at your dentist appt ,female,neutral,fear,teen,none,True,🤞💫😬,I wish you luck at your dentist appt  🤞💫😬,female,positive,fear,teen,none,😬
92,673,312ce14788415ed8362330ad15ce6127,I just sh*t my pants 👖💩 despite this attack being nothing to joke about.,72,8,I just sh*t my pants  despite this attack being nothing to joke about.,male,negative,disgust,teen,none,False,💩😳🤦,I just sh*t my pants  despite this attack being nothing to joke about. 💩😳🤦,male,negative,surprise,teen,none,👖💩
93,705,d242984e4558ea6478b6da77ac97c393,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed🤔,110,8,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed,female,neutral,disgust,teen,none,True,📱🚫😩,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed 📱🚫😩,female,negative,sadness,teen,none,🤔
94,706,d242984e4558ea6478b6da77ac97c393,Don't like the logo. 👎🏻👎🏻👎🏻,27,8,Don't like the logo. ,female,negative,disgust,teen,against,False,🚫👎😐,Don't like the logo.  🚫👎😐,female,negative,disgust,teen,against,👎🏻👎🏻👎🏻
95,712,d242984e4558ea6478b6da77ac97c393,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world' 😠,123,8,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world' ,female,negative,anger,adult,against,True,🤦‍♂️🗺️😂,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world'  🤦‍♂️🗺️😂,male,negative,happiness,adult,against,😠
96,727,fce3d71bbc5ebe7db68b7030998a8dbc,Yip. I also can't stand most vegetables but that's neither here nor there 😶,75,8,Yip. I also can't stand most vegetables but that's neither here nor there ,female,neutral,disgust,adult,none,False,🤷‍♂️🥗😒,Yip. I also can't stand most vegetables but that's neither here nor there  🤷‍♂️🥗😒,male,negative,disgust,teen,none,😶
97,732,487ed12bfbc387f85e2ca6c8956cbe2c,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back 😂😂😂,101,8,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back ,female,negative,disgust,teen,none,False,🚭💔😷,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back  🚭💔😷,female,negative,sadness,teen,against,😂😂😂
98,734,487ed12bfbc387f85e2ca6c8956cbe2c,ewwww Sean 😂😂😂😂😂,16,8,ewwww Sean ,female,positive,disgust,teen,none,False,🤢🚽😷,ewwww Sean  🤢🚽😷,female,negative,disgust,teen,against,😂😂😂😂😂
99,742,487ed12bfbc387f85e2ca6c8956cbe2c,the way you act sometimes you could pass for a wee boy 😾😾😾😾,59,8,the way you act sometimes you could pass for a wee boy ,female,negative,disgust,teen,none,False,🤣👦😜,the way you act sometimes you could pass for a wee boy  🤣👦😜,female,positive,happiness,teen,none,😾😾😾😾
100,755,487ed12bfbc387f85e2ca6c8956cbe2c,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!! 😤😤😤😤😤😤,80,8,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!! ,female,negative,anger,teen,none,False,😡🤯💣,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!!  😡🤯💣,female,negative,anger,teen,none,😤😤😤😤😤😤
101,764,487ed12bfbc387f85e2ca6c8956cbe2c,Love having  over but no when she makes me watch fuckin big brother 😫😫,70,8,Love having  over but no when she makes me watch fuckin big brother ,male,negative,disgust,teen,none,False,📺😒💔,Love having  over but no when she makes me watch fuckin big brother  📺😒💔,male,negative,sadness,teen,none,😫😫
102,773,487ed12bfbc387f85e2ca6c8956cbe2c,Nah that wind has just woke me up... actually shitting myself 😭😭😭😭,66,8,Nah that wind has just woke me up... actually shitting myself ,female,negative,fear,teen,none,False,😱💨😳,Nah that wind has just woke me up... actually shitting myself  😱💨😳,female,negative,fear,teen,none,😭😭😭😭
103,838,91c4fc73fc4434c1ae5e392a3c419c09,I was so choked last night 😡 spoilers are worse than diseases,61,8,I was so choked last night  spoilers are worse than diseases,female,negative,anger,teen,against,False,😡🚫🤐,I was so choked last night  spoilers are worse than diseases 😡🚫🤐,female,negative,anger,teen,against,😡
104,844,91c4fc73fc4434c1ae5e392a3c419c09,Would you wear this hat?! I wouldn't 🙅 #TalkinDergy,51,8,Would you wear this hat?! I wouldn't  #TalkinDergy,female,negative,disgust,teen,against,True,🤣👒😂,Would you wear this hat?! I wouldn't  #TalkinDergy 🤣👒😂,female,positive,happiness,teen,none,🙅
105,854,bc70fadea832b03ed56b6c18ef5a1e37,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. 🤔.",83,8,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. .",female,negative,anger,adult,none,False,😡🛫️😤,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. . 😡🛫️😤",female,negative,anger,adult,none,🤔
106,866,b6e285910439f790f2a941ebccc23b03,🙄 that's so damn ridiculous and maddening,41,8, that's so damn ridiculous and maddening,female,negative,anger,teen,against,True,😡🙄🤯, that's so damn ridiculous and maddening 😡🙄🤯,female,negative,anger,teen,against,🙄
107,872,3415afdd41da580f725856abf345db3d,"aw stop, ""definitely"" and ""defiantly"" as well🙄🙄",47,8,"aw stop, ""definitely"" and ""defiantly"" as well",female,neutral,disgust,teen,none,False,🙅‍♂️💯🔥,"aw stop, ""definitely"" and ""defiantly"" as well 🙅‍♂️💯🔥",male,neutral,anger,teen,none,🙄🙄
108,875,3415afdd41da580f725856abf345db3d,"Veda got drunk last night, lost her phone and didn't show up to work this morning🌚 role model",93,8,"Veda got drunk last night, lost her phone and didn't show up to work this morning role model",female,negative,disgust,teen,against,False,🍺😳🚫,"Veda got drunk last night, lost her phone and didn't show up to work this morning role model 🍺😳🚫",female,negative,disgust,teen,against,🌚
109,886,3415afdd41da580f725856abf345db3d,Girls are bitches😓,18,8,Girls are bitches,male,negative,anger,teen,against,False,🚫💔😒,Girls are bitches 🚫💔😒,male,negative,anger,teen,against,😓
110,903,3415afdd41da580f725856abf345db3d,2016 isn't finished killing great people😂 #RIPGeorge,52,8,2016 isn't finished killing great people #RIPGeorge,male,negative,disgust,adult,against,False,⚰️🕊️😢,2016 isn't finished killing great people #RIPGeorge ⚰️🕊️😢,female,negative,sadness,adult,none,😂
111,908,3415afdd41da580f725856abf345db3d,The dancers on X factor deserve more recognition🙄,49,8,The dancers on X factor deserve more recognition,female,neutral,anger,teen,favor,False,🕺💃👏,The dancers on X factor deserve more recognition 🕺💃👏,female,positive,happiness,teen,favor,🙄
112,920,abe04a18176d8829884ae2213f322208,way to deflect legitimate criticism 👌👌👌,39,8,way to deflect legitimate criticism ,male,negative,anger,adult,against,True,🙄👀💔,way to deflect legitimate criticism  🙄👀💔,female,negative,sadness,teen,against,👌👌👌
113,923,9caf8766329f7fb0c38a9d4027d6c150,you're nothing without Kevin !!! 😉,34,8,you're nothing without Kevin !!! ,female,negative,disgust,teen,none,False,🤣👀💔,you're nothing without Kevin !!!  🤣👀💔,female,negative,sadness,teen,none,😉
114,929,b42560cb74c5970ba4e0008b3f737cd3,"yeah, wasn't shit like this an absolute deal breaker not so long ago? 🤔🙄",72,8,"yeah, wasn't shit like this an absolute deal breaker not so long ago? ",female,negative,disgust,teen,against,False,🤯🚽😒,"yeah, wasn't shit like this an absolute deal breaker not so long ago?  🤯🚽😒",female,negative,disgust,teen,against,🤔🙄
115,935,b42560cb74c5970ba4e0008b3f737cd3,god this is horrifying. The Trump precedent! 😱😱😱,48,8,god this is horrifying. The Trump precedent! ,female,negative,fear,teen,against,False,😱🚨🤯,god this is horrifying. The Trump precedent!  😱🚨🤯,female,negative,fear,teen,against,😱😱😱
116,938,b42560cb74c5970ba4e0008b3f737cd3,harps is back to sleep but R and I are wide awake and shaking!! 😬😬,66,8,harps is back to sleep but R and I are wide awake and shaking!! ,female,negative,fear,teen,none,False,😱💤😂,harps is back to sleep but R and I are wide awake and shaking!!  😱💤😂,female,positive,surprise,teen,none,😬😬
117,941,b42560cb74c5970ba4e0008b3f737cd3,OMG anyone who voted for a third-party candidate today 🔪🔪🔪,58,8,OMG anyone who voted for a third-party candidate today ,female,negative,anger,teen,against,False,🙄🤦‍♂️😒,OMG anyone who voted for a third-party candidate today  🙄🤦‍♂️😒,male,negative,anger,teen,against,🔪🔪🔪
118,963,a7ddfe2931c44368e23082695c13f560,"Did just watch Josh finger blast the top of a poppa while staring at me. 

I fear for my asshole's safety 😳",107,8,"Did just watch Josh finger blast the top of a poppa while staring at me. 

I fear for my asshole's safety ",female,negative,fear,teen,none,True,😳👀💦,"Did just watch Josh finger blast the top of a poppa while staring at me. 

I fear for my asshole's safety  😳👀💦",female,negative,fear,teen,none,😳
119,1012,134b59cc1b46626c0cc6465f9317c999,2 out of the last 3 dreams have became real and I am rather worried 😮,69,8,2 out of the last 3 dreams have became real and I am rather worried ,female,negative,fear,teen,none,True,😳💤😬,2 out of the last 3 dreams have became real and I am rather worried  😳💤😬,female,negative,fear,teen,none,😮
120,1015,134b59cc1b46626c0cc6465f9317c999,Actions speak louder than words 💅🏼,34,8,Actions speak louder than words ,female,neutral,disgust,teen,none,False,💪👊💼,Actions speak louder than words  💪👊💼,male,positive,happiness,adult,none,💅🏼
121,1041,134b59cc1b46626c0cc6465f9317c999,"Just woke up in a fucker of a mood, urgh☹️😤",43,8,"Just woke up in a fucker of a mood, urgh",female,negative,anger,teen,none,True,😒😠☕️,"Just woke up in a fucker of a mood, urgh 😒😠☕️",female,negative,anger,teen,none,☹😤
122,1047,134b59cc1b46626c0cc6465f9317c999,Gonna start treating people exactly how they treat me and see how they like it 💆🏼💆🏼,83,8,Gonna start treating people exactly how they treat me and see how they like it ,female,negative,anger,teen,none,False,🤷‍♀️💁‍♀️🔥,Gonna start treating people exactly how they treat me and see how they like it  🤷‍♀️💁‍♀️🔥,female,negative,anger,teen,none,💆🏼💆🏼
