Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,gender_labels_using_sentence,sentiment_labels_using_sentence,emotion_labels_using_sentence,age_labels_using_sentence,stance_labels_using_sentence,random_sentence,gender_labels_using_random_sentence,sentiment_labels_using_random_sentence,emotion_labels_using_random_sentence,age_labels_using_random_sentence,stance_labels_using_random_sentence,real_emojis,random_emojis
75,473,6ebc199052c3ea317603da5587012b79,How annoying is heavy breathing 😐😐,34,8,How annoying is heavy breathing ,female,negative,disgust,teen,none,True,female,negative,anger,teen,none,How annoying is heavy breathing  😉🎉🕯️,female,neutral,disgust,teen,none,😐😐,😉🎉🕯
76,477,6ebc199052c3ea317603da5587012b79,offfft 🙄,8,8,offfft ,female,negative,disgust,teen,none,True,female,neutral,disgust,child,none,offfft  💤🙁🏅,female,negative,sadness,teen,none,🙄,💤🙁🏅
77,490,6ebc199052c3ea317603da5587012b79,stupid cunt can pick the phone up and type my number in to phone me several times tho 😶😶😶,89,6,stupid cunt can pick the phone up and type my number in to phone me several times tho ,male,negative,anger,teen,none,True,male,negative,anger,teen,none,stupid cunt can pick the phone up and type my number in to phone me several times tho  🙅😨📩,female,negative,anger,teen,none,😶😶😶,🙅😨📩
78,491,6ebc199052c3ea317603da5587012b79,that's only cause yer wanting that money 😂 never hear fae u until u want money 🙄🙄,81,8,that's only cause yer wanting that money  never hear fae u until u want money ,female,negative,anger,teen,against,True,female,negative,anger,teen,against,that's only cause yer wanting that money  never hear fae u until u want money  😃🥓🍭,female,negative,disgust,teen,against,😂🙄🙄,😃🥓🍭
79,503,6ebc199052c3ea317603da5587012b79,Raging I missed Kevin bridges cause I decided to come for a pint 😂😂,67,8,Raging I missed Kevin bridges cause I decided to come for a pint ,female,negative,disgust,adult,none,True,male,negative,anger,adult,none,Raging I missed Kevin bridges cause I decided to come for a pint  🐢🏡❌,female,negative,anger,adult,none,😂😂,🐢🏡❌
80,541,60bae69f758208ad1b8fac0887f970c1,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash! 😱☠️",92,8,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash! ",female,negative,fear,teen,none,True,female,negative,fear,adult,none,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash!  🧡🔞🍾",female,neutral,fear,teen,none,😱☠,🧡🔞🍾
81,553,60bae69f758208ad1b8fac0887f970c1,"Wally Wipes, your toilet paper pal! Is a set of smelly stickers for your iPhones and iPads 💩…",93,8,"Wally Wipes, your toilet paper pal! Is a set of smelly stickers for your iPhones and iPads …",female,neutral,disgust,child,none,True,female,neutral,disgust,child,none,"Wally Wipes, your toilet paper pal! Is a set of smelly stickers for your iPhones and iPads … 💚🥕🐠",female,positive,happiness,child,none,💩,💚🥕🐠
82,555,98cb9afa05dcbf67536659c93e071630,⚡️ “A Crash Course in Abuser Tactics.” by,41,8, “A Crash Course in Abuser Tactics.” by,female,neutral,anger,adult,none,False,female,neutral,fear,adult,none, “A Crash Course in Abuser Tactics.” by ❗💢🌃,female,negative,anger,teen,none,⚡,❗💢🌃
83,577,b585ae3c616f9f46a4917798fa69deb3,as if the tickets weren't expensive enough 😡😡,45,8,as if the tickets weren't expensive enough ,female,negative,anger,teen,against,False,female,negative,anger,adult,against,as if the tickets weren't expensive enough  🍴🤭🤘,female,negative,disgust,teen,against,😡😡,🍴🤭🤘
84,599,b585ae3c616f9f46a4917798fa69deb3,can't believe James j voted out. What are the British public thinking ?? 😡😡😡#CBBJamesJ #CBBUK #cbb,98,8,can't believe James j voted out. What are the British public thinking ?? #CBBJamesJ #CBBUK #cbb,female,negative,anger,teen,against,False,female,negative,sadness,teen,none,can't believe James j voted out. What are the British public thinking ?? #CBBJamesJ #CBBUK #cbb 💗🤠📩,female,positive,surprise,teen,none,😡😡😡,💗🤠📩
85,609,b585ae3c616f9f46a4917798fa69deb3,true. Just one of my major pet hates 😊🙄,39,8,true. Just one of my major pet hates ,female,neutral,disgust,teen,none,False,female,negative,disgust,teen,none,true. Just one of my major pet hates  🌷🗣️🍟,female,neutral,disgust,teen,none,😊🙄,🌷🗣🍟
86,613,b585ae3c616f9f46a4917798fa69deb3,it's just ham. Not blurred just ham 🙄,37,8,it's just ham. Not blurred just ham ,female,negative,disgust,teen,none,False,male,neutral,disgust,child,none,it's just ham. Not blurred just ham  🐷🐟🙈,female,neutral,surprise,teen,none,🙄,🐷🐟🙈
87,621,e073ceb77fa7f167fb88d2e841693b27,This snow has no chill ❄️,25,8,This snow has no chill ,female,neutral,disgust,teen,none,True,female,negative,disgust,teen,none,This snow has no chill  🍃😰🚩,female,negative,fear,teen,none,❄,🍃😰🚩
88,622,e073ceb77fa7f167fb88d2e841693b27,One hour later the bus finally arrives 😐,40,8,One hour later the bus finally arrives ,female,neutral,disgust,teen,none,True,male,neutral,anger,teen,none,One hour later the bus finally arrives  📍😓👯,female,negative,sadness,teen,none,😐,📍😓👯
89,631,e073ceb77fa7f167fb88d2e841693b27,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness ❤️🐥#PrayforJustin,110,8,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness #PrayforJustin,female,negative,anger,teen,against,True,female,negative,anger,teen,against,Who steals a usb especially from an artist who gives us nothing but good vibes and happiness #PrayforJustin 😲📞🆘,female,negative,surprise,teen,against,❤🐥,😲📞
90,633,e073ceb77fa7f167fb88d2e841693b27,You'll go to hell for what your dirty mind is thinking 🖤,56,8,You'll go to hell for what your dirty mind is thinking ,female,negative,anger,teen,against,True,female,negative,anger,teen,against,You'll go to hell for what your dirty mind is thinking  🔵💞👺,female,negative,anger,teen,against,🖤,🔵💞👺
91,649,d204129c5652ead8b2350724f0d3d2cd,I wish you luck at your dentist appt 😬,38,8,I wish you luck at your dentist appt ,female,neutral,fear,teen,none,True,female,positive,happiness,adult,none,I wish you luck at your dentist appt  📍🍏💧,female,positive,happiness,teen,none,😬,📍🍏💧
92,673,312ce14788415ed8362330ad15ce6127,I just sh*t my pants 👖💩 despite this attack being nothing to joke about.,72,8,I just sh*t my pants  despite this attack being nothing to joke about.,male,negative,disgust,teen,none,False,male,negative,disgust,teen,none,I just sh*t my pants  despite this attack being nothing to joke about. 📺🌕🚀,male,negative,disgust,teen,none,👖💩,📺🌕🚀
93,705,d242984e4558ea6478b6da77ac97c393,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed🤔,110,8,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed,female,neutral,disgust,teen,none,True,male,neutral,disgust,teen,none,2/2 then started getting getting Potus tweets from trump hopefully it stops as can't unfollow as not followed ❄️😾🤝,female,negative,disgust,teen,none,🤔,❄😾🤝
94,706,d242984e4558ea6478b6da77ac97c393,Don't like the logo. 👎🏻👎🏻👎🏻,27,8,Don't like the logo. ,female,negative,disgust,teen,against,False,female,negative,disgust,teen,against,Don't like the logo.  👹🤐🧿,female,negative,disgust,teen,against,👎🏻👎🏻👎🏻,👹🤐🧿
95,712,d242984e4558ea6478b6da77ac97c393,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world' 😠,123,8,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world' ,female,negative,anger,adult,against,True,female,negative,anger,teen,against,Just watched an ad for  Think they need geography lesson don't think Aust to NZ move is 'dragged halfway round the world'  😖😎🔔,female,negative,disgust,teen,against,😠,😖😎🔔
96,727,fce3d71bbc5ebe7db68b7030998a8dbc,Yip. I also can't stand most vegetables but that's neither here nor there 😶,75,8,Yip. I also can't stand most vegetables but that's neither here nor there ,female,neutral,disgust,adult,none,False,female,neutral,disgust,adult,none,Yip. I also can't stand most vegetables but that's neither here nor there  😌🔗🍸,female,neutral,disgust,adult,none,😶,😌🔗🍸
97,732,487ed12bfbc387f85e2ca6c8956cbe2c,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back 😂😂😂,101,8,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back ,female,negative,disgust,teen,none,False,female,negative,anger,teen,none,his lungs are blacker than him defffffo. Tell him he's hurting u and he just yanks ur finger back  😿🌳👇,female,negative,sadness,teen,none,😂😂😂,😿🌳👇
98,734,487ed12bfbc387f85e2ca6c8956cbe2c,ewwww Sean 😂😂😂😂😂,16,8,ewwww Sean ,female,positive,disgust,teen,none,False,female,negative,disgust,teen,none,ewwww Sean  😋💯💔,female,negative,disgust,teen,none,😂😂😂😂😂,😋💯💔
99,742,487ed12bfbc387f85e2ca6c8956cbe2c,the way you act sometimes you could pass for a wee boy 😾😾😾😾,59,8,the way you act sometimes you could pass for a wee boy ,female,negative,disgust,teen,none,False,male,negative,disgust,teen,none,the way you act sometimes you could pass for a wee boy  🍀🤓🌵,female,neutral,happiness,teen,none,😾😾😾😾,🍀🤓🌵
100,755,487ed12bfbc387f85e2ca6c8956cbe2c,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!! 😤😤😤😤😤😤,80,8,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!! ,female,negative,anger,teen,none,False,female,negative,anger,teen,none,Work can gtf today. Everyone is doing my HEAD in. Can see me going raj!!!  🐱🔥🐼,female,negative,anger,teen,none,😤😤😤😤😤😤,🐱🔥🐼
101,764,487ed12bfbc387f85e2ca6c8956cbe2c,Love having  over but no when she makes me watch fuckin big brother 😫😫,70,8,Love having  over but no when she makes me watch fuckin big brother ,male,negative,disgust,teen,none,False,male,negative,disgust,teen,none,Love having  over but no when she makes me watch fuckin big brother  🍔💎🤤,male,neutral,disgust,teen,none,😫😫,🍔💎🤤
102,773,487ed12bfbc387f85e2ca6c8956cbe2c,Nah that wind has just woke me up... actually shitting myself 😭😭😭😭,66,8,Nah that wind has just woke me up... actually shitting myself ,female,negative,fear,teen,none,False,male,negative,fear,teen,none,Nah that wind has just woke me up... actually shitting myself  😁🌟👁️,female,neutral,surprise,teen,none,😭😭😭😭,😁🌟👁
103,838,91c4fc73fc4434c1ae5e392a3c419c09,I was so choked last night 😡 spoilers are worse than diseases,61,8,I was so choked last night  spoilers are worse than diseases,female,negative,anger,teen,against,False,female,negative,sadness,teen,none,I was so choked last night  spoilers are worse than diseases 👏🌵🇹🇷,female,negative,anger,teen,against,😡,👏🌵🇹🇷
104,844,91c4fc73fc4434c1ae5e392a3c419c09,Would you wear this hat?! I wouldn't 🙅 #TalkinDergy,51,8,Would you wear this hat?! I wouldn't  #TalkinDergy,female,negative,disgust,teen,against,True,female,negative,disgust,teen,against,Would you wear this hat?! I wouldn't  #TalkinDergy 🌾📖🛌,female,negative,surprise,teen,none,🙅,🌾📖🛌
105,854,bc70fadea832b03ed56b6c18ef5a1e37,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. 🤔.",83,8,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. .",female,negative,anger,adult,none,False,female,negative,sadness,adult,none,"So I just paid $300 excess on my luggage flying , and my luggage didn't turn up. . 💤👻👺",female,negative,anger,adult,against,🤔,💤👻👺
106,866,b6e285910439f790f2a941ebccc23b03,🙄 that's so damn ridiculous and maddening,41,8, that's so damn ridiculous and maddening,female,negative,anger,teen,against,True,female,negative,anger,teen,against, that's so damn ridiculous and maddening 🌲🔵🐸,female,negative,anger,teen,against,🙄,🌲🔵🐸
107,872,3415afdd41da580f725856abf345db3d,"aw stop, ""definitely"" and ""defiantly"" as well🙄🙄",47,8,"aw stop, ""definitely"" and ""defiantly"" as well",female,neutral,disgust,teen,none,False,female,neutral,surprise,teen,none,"aw stop, ""definitely"" and ""defiantly"" as well ❤️📢👏",female,positive,happiness,teen,none,🙄🙄,❤📢👏
108,875,3415afdd41da580f725856abf345db3d,"Veda got drunk last night, lost her phone and didn't show up to work this morning🌚 role model",93,8,"Veda got drunk last night, lost her phone and didn't show up to work this morning role model",female,negative,disgust,teen,against,False,female,negative,disgust,adult,against,"Veda got drunk last night, lost her phone and didn't show up to work this morning role model 🍓🤙💔",female,negative,sadness,teen,none,🌚,🍓🤙💔
109,886,3415afdd41da580f725856abf345db3d,Girls are bitches😓,18,8,Girls are bitches,male,negative,anger,teen,against,False,male,negative,anger,teen,against,Girls are bitches 💊💍💘,female,negative,anger,teen,against,😓,💊💍💘
110,903,3415afdd41da580f725856abf345db3d,2016 isn't finished killing great people😂 #RIPGeorge,52,8,2016 isn't finished killing great people #RIPGeorge,male,negative,disgust,adult,against,False,male,negative,sadness,adult,none,2016 isn't finished killing great people #RIPGeorge 😌🥺💥,female,negative,sadness,teen,none,😂,😌🥺💥
111,908,3415afdd41da580f725856abf345db3d,The dancers on X factor deserve more recognition🙄,49,8,The dancers on X factor deserve more recognition,female,neutral,anger,teen,favor,False,female,positive,sadness,teen,favor,The dancers on X factor deserve more recognition 🌎🤯🍄,female,positive,surprise,teen,favor,🙄,🌎🤯🍄
112,920,abe04a18176d8829884ae2213f322208,way to deflect legitimate criticism 👌👌👌,39,8,way to deflect legitimate criticism ,male,negative,anger,adult,against,True,male,negative,anger,adult,against,way to deflect legitimate criticism  👎😁👽,female,negative,anger,teen,against,👌👌👌,👎😁👽
