Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,predicted_pure_emojis,predicted_pure_sentence,real_emojis
53,340,19f839daf7a6380acf1abc3ad19af170,"🖕🏻🖕🏻🖕🏻 Signed, this liberal.",28,8," Signed, this liberal.",female,negative,anger,teen,against,False,"🌈💙🙅‍♂️ (Rainbow, Heart, Man shrugging)"," Signed, this liberal. 🌈💙🙅‍♂️ (Rainbow, Heart, Man shrugging)",male,neutral,happiness,teen,none,🌈💙🙅♂," Signed, this liberal. 🌈💙🙅♂",🖕🏻🖕🏻🖕🏻
54,341,19f839daf7a6380acf1abc3ad19af170,"Dear , If you're not willing to realize this is a streetfight, you will be replaced with somebody who does... ✊🏻",112,8,"Dear , If you're not willing to realize this is a streetfight, you will be replaced with somebody who does... ",male,negative,anger,adult,none,False,"🥊😠🔄 (Fist, Angry Face, Repeat)","Dear , If you're not willing to realize this is a streetfight, you will be replaced with somebody who does...  🥊😠🔄 (Fist, Angry Face, Repeat)",male,negative,anger,teen,against,🥊😠🔄,"Dear , If you're not willing to realize this is a streetfight, you will be replaced with somebody who does...  🥊😠🔄",✊🏻
55,349,2a678ec17e7b401a0684d261bc89d29a,"""Immigration New Zealand referred queries to the Ministry of Foreign Affairs and Trade which referred questions back to Immigration NZ"" FFS😡",140,8,"""Immigration New Zealand referred queries to the Ministry of Foreign Affairs and Trade which referred questions back to Immigration NZ"" FFS",female,negative,anger,adult,none,False,"🔄 😕 🔁 (Loop, Confused Face, Loop again)","""Immigration New Zealand referred queries to the Ministry of Foreign Affairs and Trade which referred questions back to Immigration NZ"" FFS 🔄 😕 🔁 (Loop, Confused Face, Loop again)",female,negative,confusion,adult,none,🔄😕🔁,"""Immigration New Zealand referred queries to the Ministry of Foreign Affairs and Trade which referred questions back to Immigration NZ"" FFS 🔄😕🔁",😡
56,365,2a678ec17e7b401a0684d261bc89d29a,Toys these days.. 🙃,19,8,Toys these days.. ,female,neutral,disgust,teen,none,False,"🧸🕹️🤖 (Toy, Game, Robot)","Toys these days..  🧸🕹️🤖 (Toy, Game, Robot)",female,neutral,happiness,child,none,🧸🕹🤖,Toys these days..  🧸🕹🤖,🙃
57,379,2a678ec17e7b401a0684d261bc89d29a,that's terrible 😱😡,18,8,that's terrible ,female,negative,anger,teen,against,True,😞💔😠,that's terrible  😞💔😠,female,negative,sadness,teen,against,😞💔😠,that's terrible  😞💔😠,😱😡
58,382,2a678ec17e7b401a0684d261bc89d29a,"Well shit, this is an alarming read 😰",37,8,"Well shit, this is an alarming read ",female,negative,fear,teen,none,False,😨😮😰,"Well shit, this is an alarming read  😨😮😰",female,negative,fear,teen,none,😨😮😰,"Well shit, this is an alarming read  😨😮😰",😰
59,387,2a678ec17e7b401a0684d261bc89d29a,Quite peculiar to look out at the unusually dark apartments on Tennyson street. Eerie. Take care neighbours 💓,109,8,Quite peculiar to look out at the unusually dark apartments on Tennyson street. Eerie. Take care neighbours ,female,neutral,fear,adult,none,True,🌃👻🚪,Quite peculiar to look out at the unusually dark apartments on Tennyson street. Eerie. Take care neighbours  🌃👻🚪,female,negative,fear,adult,none,🌃👻🚪,Quite peculiar to look out at the unusually dark apartments on Tennyson street. Eerie. Take care neighbours  🌃👻🚪,💓
60,402,985a17dac0110fb26169f2ae7d6ca3a4,The dude in the red hoodie needs knocked the fuck out attention whore 😂,71,8,The dude in the red hoodie needs knocked the fuck out attention whore ,male,negative,anger,teen,against,True,"🤕🤬💁‍♀️ (Red face emoji, Angry face emoji, Self-absorbed face with hand over mouth emoji)","The dude in the red hoodie needs knocked the fuck out attention whore  🤕🤬💁‍♀️ (Red face emoji, Angry face emoji, Self-absorbed face with hand over mouth emoji)",female,negative,anger,teen,against,🤕🤬💁♀,The dude in the red hoodie needs knocked the fuck out attention whore  🤕🤬💁♀,😂
61,403,985a17dac0110fb26169f2ae7d6ca3a4,Only in America white people don't get locked up for rape. Mickey mouse Justice system 😡,88,8,Only in America white people don't get locked up for rape. Mickey mouse Justice system ,female,negative,anger,adult,against,True,"😠🔒🐭 (Angry face, locked, Mickey Mouse)","Only in America white people don't get locked up for rape. Mickey mouse Justice system  😠🔒🐭 (Angry face, locked, Mickey Mouse)",female,negative,anger,adult,against,😠🔒🐭,Only in America white people don't get locked up for rape. Mickey mouse Justice system  😠🔒🐭,😡
62,405,985a17dac0110fb26169f2ae7d6ca3a4,Asshole could have killed someone 🤔,35,8,Asshole could have killed someone ,male,negative,anger,teen,against,True,"💔😠🚨 (Broken heart, angry face, warning sign)","Asshole could have killed someone  💔😠🚨 (Broken heart, angry face, warning sign)",female,negative,anger,teen,against,💔😠🚨,Asshole could have killed someone  💔😠🚨,🤔
63,407,985a17dac0110fb26169f2ae7d6ca3a4,Dissarming him no or just shoot 🤔,33,8,Dissarming him no or just shoot ,male,negative,fear,teen,none,True,"🙅‍♂️🔫💥 (Denying/refusing a gun, gun symbol, explosion)","Dissarming him no or just shoot  🙅‍♂️🔫💥 (Denying/refusing a gun, gun symbol, explosion)",male,negative,fear,teen,against,🙅♂🔫💥,Dissarming him no or just shoot  🙅♂🔫💥,🤔
64,408,985a17dac0110fb26169f2ae7d6ca3a4,Oh fuck bloody hell 😫,21,8,Oh fuck bloody hell ,female,negative,fear,teen,none,True,😱🤬😨,Oh fuck bloody hell  😱🤬😨,female,negative,fear,teen,none,😱🤬😨,Oh fuck bloody hell  😱🤬😨,😫
65,409,985a17dac0110fb26169f2ae7d6ca3a4,mmmm what a surprise he won. He's just like his dad poseing 😕,61,8,mmmm what a surprise he won. He's just like his dad poseing ,female,negative,disgust,teen,against,False,"���unned_face 🏆 🤵🏻‍♂️ (Surprised face, trophy, man in suit posing)","mmmm what a surprise he won. He's just like his dad poseing  ���unned_face 🏆 🤵🏻‍♂️ (Surprised face, trophy, man in suit posing)",male,neutral,surprise,teen,none,🏆🤵🏻♂,mmmm what a surprise he won. He's just like his dad poseing  🏆🤵🏻♂,😕
66,426,985a17dac0110fb26169f2ae7d6ca3a4,Woooo that bitch has mad cow disease 😂,38,8,Woooo that bitch has mad cow disease ,male,negative,disgust,teen,against,True,"😨🐄💔 (Shocked face, cow, broken heart)","Woooo that bitch has mad cow disease  😨🐄💔 (Shocked face, cow, broken heart)",female,negative,surprise,teen,against,😨🐄💔,Woooo that bitch has mad cow disease  😨🐄💔,😂
67,433,985a17dac0110fb26169f2ae7d6ca3a4,He thought he was drowning 😫,28,8,He thought he was drowning ,female,negative,fear,teen,none,True,������rowning_person😨,He thought he was drowning  ������rowning_person😨,male,negative,fear,teen,none,😨,He thought he was drowning  😨,😫
68,434,985a17dac0110fb26169f2ae7d6ca3a4,Wooo thats nasty 😭,18,8,Wooo thats nasty ,female,negative,disgust,teen,none,True,🤮🙅‍♂️💩,Wooo thats nasty  🤮🙅‍♂️💩,male,negative,disgust,teen,against,🤮🙅♂💩,Wooo thats nasty  🤮🙅♂💩,😭
69,445,985a17dac0110fb26169f2ae7d6ca3a4,That would be me bloody hate spiders 😭,38,8,That would be me bloody hate spiders ,female,negative,disgust,teen,against,True,"🕷️😨💔 (Spider, Fearful Face, Broken Heart)","That would be me bloody hate spiders  🕷️😨💔 (Spider, Fearful Face, Broken Heart)",female,negative,fear,teen,against,🕷😨💔,That would be me bloody hate spiders  🕷😨💔,😭
70,446,985a17dac0110fb26169f2ae7d6ca3a4,President trump is hated worldwide 😱,36,8,President trump is hated worldwide ,female,negative,fear,teen,against,True,"🙅‍♂️🌎💔 (Disapproval of the world, global context, and sadness)","President trump is hated worldwide  🙅‍♂️🌎💔 (Disapproval of the world, global context, and sadness)",female,negative,sadness,adult,against,🙅♂🌎💔,President trump is hated worldwide  🙅♂🌎💔,😱
71,448,985a17dac0110fb26169f2ae7d6ca3a4,Dont you mean the patriotic #brexit has them running around with they're racist ass heads 🤔,91,8,Dont you mean the patriotic #brexit has them running around with they're racist ass heads ,female,negative,anger,teen,against,True,🇬🇧🏃‍♂️🙅‍♂️ (UK 🏃 Running 🙅 Man),Dont you mean the patriotic #brexit has them running around with they're racist ass heads  🇬🇧🏃‍♂️🙅‍♂️ (UK 🏃 Running 🙅 Man),male,negative,anger,teen,against,🇬🇧🏃♂🙅♂🏃🙅,Dont you mean the patriotic #brexit has them running around with they're racist ass heads  🇬🇧🏃♂🙅♂🏃🙅,🤔
72,453,985a17dac0110fb26169f2ae7d6ca3a4,Of the scale crazy 😫💀,21,8,Of the scale crazy ,female,negative,fear,teen,none,True,📈🔺😨,Of the scale crazy  📈🔺😨,female,neutral,fear,teen,none,📈🔺😨,Of the scale crazy  📈🔺😨,😫💀
73,457,21aed2ed8ea00f7eab6a3f9933c8b559,"Pep's interview after the Everton game ""🐂💩"" #StopMakingExcusses #SmallClub #MCFC #MUFC #ManchesterIsRed",103,8,"Pep's interview after the Everton game """" #StopMakingExcusses #SmallClub #MCFC #MUFC #ManchesterIsRed",male,negative,anger,teen,against,False,"🤫🏆💔 (Silence, Trophy, Broken Heart)","Pep's interview after the Everton game """" #StopMakingExcusses #SmallClub #MCFC #MUFC #ManchesterIsRed 🤫🏆💔 (Silence, Trophy, Broken Heart)",male,negative,sadness,teen,against,🤫🏆💔,"Pep's interview after the Everton game """" #StopMakingExcusses #SmallClub #MCFC #MUFC #ManchesterIsRed 🤫🏆💔",🐂💩
74,458,21aed2ed8ea00f7eab6a3f9933c8b559,You say United fans are deluded ted! Take a look at bell and end here!! 👉👉👉  👈👈👈,80,7,You say United fans are deluded ted! Take a look at bell and end here!!   ,male,negative,anger,teen,none,True,"🤬🔔😶‍🌫️ (Angry face, bell, confused face)","You say United fans are deluded ted! Take a look at bell and end here!!    🤬🔔😶‍🌫️ (Angry face, bell, confused face)",male,negative,anger,teen,none,🤬🔔😶🌫,You say United fans are deluded ted! Take a look at bell and end here!!    🤬🔔😶🌫,👉👉👉👈👈👈
75,473,6ebc199052c3ea317603da5587012b79,How annoying is heavy breathing 😐😐,34,8,How annoying is heavy breathing ,female,negative,disgust,teen,none,True,"😫😒😷 (Exhausted, frustrated, and mouth covered, respectively)","How annoying is heavy breathing  😫😒😷 (Exhausted, frustrated, and mouth covered, respectively)",female,negative,disgust,teen,none,😫😒😷,How annoying is heavy breathing  😫😒😷,😐😐
76,477,6ebc199052c3ea317603da5587012b79,offfft 🙄,8,8,offfft ,female,negative,disgust,teen,none,True,"😫💨🙅‍♂️ (Face with tears of joy, Running man, Man playing handheld games)","offfft  😫💨🙅‍♂️ (Face with tears of joy, Running man, Man playing handheld games)",male,negative,sadness,teen,none,😫💨🙅♂,offfft  😫💨🙅♂,🙄
77,490,6ebc199052c3ea317603da5587012b79,stupid cunt can pick the phone up and type my number in to phone me several times tho 😶😶😶,89,6,stupid cunt can pick the phone up and type my number in to phone me several times tho ,male,negative,anger,teen,none,True,"🤬📱💔 (Angry face, phone, broken heart)","stupid cunt can pick the phone up and type my number in to phone me several times tho  🤬📱💔 (Angry face, phone, broken heart)",female,negative,anger,teen,none,🤬📱💔,stupid cunt can pick the phone up and type my number in to phone me several times tho  🤬📱💔,😶😶😶
78,491,6ebc199052c3ea317603da5587012b79,that's only cause yer wanting that money 😂 never hear fae u until u want money 🙄🙄,81,8,that's only cause yer wanting that money  never hear fae u until u want money ,female,negative,anger,teen,against,True,"💰�������af (Money, Silence, Face with Rolling Eyes)","that's only cause yer wanting that money  never hear fae u until u want money  💰�������af (Money, Silence, Face with Rolling Eyes)",female,negative,anger,teen,against,💰,that's only cause yer wanting that money  never hear fae u until u want money  💰,😂🙄🙄
79,503,6ebc199052c3ea317603da5587012b79,Raging I missed Kevin bridges cause I decided to come for a pint 😂😂,67,8,Raging I missed Kevin bridges cause I decided to come for a pint ,female,negative,disgust,adult,none,True,"😞🍺💔 (Sad face, beer mug, broken heart)","Raging I missed Kevin bridges cause I decided to come for a pint  😞🍺💔 (Sad face, beer mug, broken heart)",female,negative,sadness,adult,none,😞🍺💔,Raging I missed Kevin bridges cause I decided to come for a pint  😞🍺💔,😂😂
80,541,60bae69f758208ad1b8fac0887f970c1,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash! 😱☠️",92,8,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash! ",female,negative,fear,teen,none,True,"⏳🔄😰 (Hourglass, Rotating Light, Fearful Face)","Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash!  ⏳🔄😰 (Hourglass, Rotating Light, Fearful Face)",female,negative,fear,adult,none,🔄😰,"Been waiting for a file to scale ALL the layers in it for 2 minutes, please don't crash!  🔄😰",😱☠
